movie,year,imdb,metascore,votes,n_imdb
1-1Gladiator101,2000,8.50,67,1333569,85
Memento,2000,8.40,80,1119639,84
Snatch,2000,8.30,55,778180,83
Requiem for a Dream,2000,8.30,68,762588,83
X-Men,2000,7.40,64,568665,74
Cast Away,2000,7.80,73,520591,78
American Psycho,2000,7.60,64,486148,76
Unbreakable,2000,7.30,62,385476,73
Mission: Impossible II,2000,6.10,59,313389,61
Meet the Parents,2000,7.00,73,310019,70
"O Brother, Where Art Thou?",2000,7.70,69,284094,77
Gone in 60 Seconds,2000,6.50,35,259709,65
The Patriot,2000,7.20,63,253657,72
"Crouching Tiger, Hidden Dragon",2000,7.80,94,252073,78
Almost Famous,2000,7.90,90,251477,79
Scary Movie,2000,6.20,48,231427,62
Final Destination,2000,6.70,36,228815,67
Pitch Black,2000,7.10,49,224823,71
Amores Perros,2000,8.10,83,222665,81
The Power of test test test,2000,6.70,43,222104,67
Big test for this purpose,2050,6.60,49,221612,66
How the Grinch Stole Christmas,2000,6.20,46,213633,62
Remember the Titans,2000,7.80,48,197124,78
Traffic-moh.h12,20100,7.60,88,195135,99
What Women Want,2000,6.40,47,190962,64
Miss Congeniality,2000,6.30,43,186866,63
The Emperor's New Groove,2000,7.40,70,179217,74
Chocolat,2000,7.20,64,177201,72
Chicken Run,2000,7.00,88,176432,70
Charlie's Angels,2000,5.50,52,175729,55
Erin Brockovich,2000,7.30,73,173727,73
Battle Royale,2000,7.60,81,168470,76
High Fidelity,2000,7.50,79,167608,75
Road Trip,2000,6.40,55,157505,64
The Perfect Storm,2000,6.40,59,155744,64
"Dude, Where's My Car?",2000,5.50,30,134090,55
Billy Elliot,2000,7.70,74,126241,77
Scream 3,2000,5.60,56,123528,56
Hollow Man,2000,5.80,24,123305,58
In the Mood for Love,2000,8.10,85,123137,81
Shanghai Noon,2000,6.60,77,118804,66
What Lies Beneath,2000,6.60,51,117493,66
The 6th Day,2000,5.90,49,116236,59
Pay It Forward,2000,7.20,40,112461,72
The Whole Nine Yards,2000,6.70,47,109718,67
Men of Honor,2000,7.20,56,106722,72
Coyote Ugly,2000,5.70,27,106200,57
The Family Man,2000,6.80,42,103563,68
Dancer in the Dark,2000,8.00,61,101769,80
Gladiator,2000,8.50,67,1333569,85
Memento,2000,8.40,80,1119639,84
Snatch,2000,8.30,55,778180,83
Requiem for a Dream,2000,8.30,68,762588,83
X-Men,2000,7.40,64,568665,74
Cast Away,2000,7.80,73,520591,78
American Psycho,2000,7.60,64,486148,76
Unbreakable,2000,7.30,62,385476,73
Mission: Impossible II,2000,6.10,59,313389,61
Meet the Parents,2000,7.00,73,310019,70
"O Brother, Where Art Thou?",2000,7.70,69,284094,77
Gone in 60 Seconds,2000,6.50,35,259709,65
The Patriot,2000,7.20,63,253657,72
"Crouching Tiger, Hidden Dragon",2000,7.80,94,252073,78
Almost Famous,2000,7.90,90,251477,79
Scary Movie,2000,6.20,48,231427,62
Final Destination,2000,6.70,36,228815,67
Pitch Black,2000,7.10,49,224823,71
Amores Perros,2000,8.10,83,222665,81
The Beach2323,2000,6.70,43,222104,67
Me-Myself and Irene,2000,6.60,49,221612,66
How the Grinch Stole Christmas,2000,6.20,46,213633,62
Remember the Titans,2000,7.80,48,197124,78
Traffic,2000,7.60,86,195135,76
What Women Want,2000,6.40,47,190962,64
Miss Congeniality,2000,6.30,43,186866,63
The Emperor's New Groove,2000,7.40,70,179217,74
Chocolat,2000,7.20,64,177201,72
Chicken Run,2000,7.00,88,176432,70
Charlie's Angels,2000,5.50,52,175729,55
Erin Brockovich,2000,7.30,73,173727,73
Battle Royale,2000,7.60,81,168470,76
High Fidelity,2000,7.50,79,167608,75
Road Trip,2000,6.40,55,157505,64
The Perfect Storm,2000,6.40,59,155744,64
"Dude, Where's My Car?",2000,5.50,30,134090,55
Billy Elliot,2000,7.70,74,126241,77
Scream 3,2000,5.60,56,123528,56
Hollow Man,2000,5.80,24,123305,58
In the Mood for Love,2000,8.10,85,123137,81
Shanghai Noon,2000,6.60,77,118804,66
What Lies Beneath,2000,6.60,51,117493,66
The 6th Day,2000,5.90,49,116236,59
Pay It Forward,2000,7.20,40,112461,72
The Whole Nine Yards,2000,6.70,47,109718,67
Men of Honor,2000,7.20,56,106722,72
Coyote Ugly,2000,5.70,27,106200,57
The Family Man,2000,6.80,42,103563,68
Dancer in the Dark,2000,8.00,61,101769,80
Gladiator,2000,8.50,67,1333569,85
Memento,2000,8.40,80,1119639,84
Snatch,2000,8.30,55,778180,83
Requiem for a Dream,2000,8.30,68,762588,83
X-Men,2000,7.40,64,568665,74
Cast Away,2000,7.80,73,520591,78
American Psycho,2000,7.60,64,486148,76
Unbreakable,2000,7.30,62,385476,73
Mission: Impossible II,2000,6.10,59,313389,61
Meet the Parents,2000,7.00,73,310019,70
"O Brother, Where Art Thou?",2000,7.70,69,284094,77
Gone in 60 Seconds,2000,6.50,35,259709,65
The Patriot,2000,7.20,63,253657,72
"Crouching Tiger, Hidden Dragon",2000,7.80,94,252073,78
Almost Famous,2000,7.90,90,251477,79
Scary Movie,2000,6.20,48,231427,62
Final Destination,2000,6.70,36,228815,67
Pitch Black,2000,7.10,49,224823,71
Amores Perros,2000,8.10,83,222665,81
The Beach335346474,2000,6.70,43,222104,67
"Me, Myself & Irene",2000,6.60,49,221612,66
How the Grinch Stole Christmas,2000,6.20,46,213633,62
Remember the Titans,2000,7.80,48,197124,78
Traffic,2000,7.60,86,195135,76
What Women Want,2000,6.40,47,190962,64
Miss Congeniality,2000,6.30,43,186866,63
The Emperor's New Groove,2000,7.40,70,179217,74
Chocolat,2000,7.20,64,177201,72
Chicken Run,2000,7.00,88,176432,70
Charlie's Angels,2000,5.50,52,175729,55
Erin Brockovich,2000,7.30,73,173727,73
Battle Royale,2000,7.60,81,168470,76
High Fidelity,2000,7.50,79,167608,75
Road Trip,2000,6.40,55,157505,64
The Perfect Storm,2000,6.40,59,155744,64
"Dude, Where's My Car?",2000,5.50,30,134090,55
Billy Elliot,2000,7.70,74,126241,77
Scream 3,2000,5.60,56,123528,56
Hollow Man,2000,5.80,24,123305,58
In the Mood for Love,2000,8.10,85,123137,81
Shanghai Noon,2000,6.60,77,118804,66
What Lies Beneath,2000,6.60,51,117493,66
The 6th Day,2000,5.90,49,116236,59
Pay It Forward,2000,7.20,40,112461,72
The Whole Nine Yards,2000,6.70,47,109718,67
Men of Honor,2000,7.20,56,106722,72
Coyote Ugly,2000,5.70,27,106200,57
The Family Man,2000,6.80,42,103563,68
Dancer in the Dark,2000,8.00,61,101769,80
Gladiator,2000,8.50,67,1333569,85
Memento,2000,8.40,80,1119639,84
Snatch,2000,8.30,55,778180,83
Requiem for a Dream,2000,8.30,68,762588,83
X-Men,2000,7.40,64,568665,74
Cast Away,2000,7.80,73,520591,78
American Psycho,2000,7.60,64,486148,76
Unbreakable,2000,7.30,62,385476,73
Mission: Impossible II,2000,6.10,59,313389,61
Meet the Parents,2000,7.00,73,310019,70
"O Brother, Where Art Thou?",2000,7.70,69,284094,77
Gone in 60 Seconds,2000,6.50,35,259709,65
The Patriot,2000,7.20,63,253657,72
"Crouching Tiger, Hidden Dragon",2000,7.80,94,252073,78
Almost Famous,2000,7.90,90,251477,79
Scary Movie,2000,6.20,48,231427,62
Final Destination,2000,6.70,36,228815,67
Pitch Black,2000,7.10,49,224823,71
Amores Perros,2000,8.10,83,222665,81
The Beach,2000,6.70,43,222104,67
"Me, Myself & Irene",2000,6.60,49,221612,66
How the Grinch Stole Christmas,2000,6.20,46,213633,62
Remember the Titans,2000,7.80,48,197124,78
Traffic,2000,7.60,86,195135,76
What Women Want,2000,6.40,47,190962,64
Miss Congeniality,2000,6.30,43,186866,63
The Emperor's New Groove,2000,7.40,70,179217,74
Chocolat,2000,7.20,64,177201,72
Chicken Run,2000,7.00,88,176432,70
Charlie's Angels,2000,5.50,52,175729,55
Erin Brockovich,2000,7.30,73,173727,73
Battle Royale,2000,7.60,81,168470,76
High Fidelity,2000,7.50,79,167608,75
Road Trip,2000,6.40,55,157505,64
The Perfect Storm,2000,6.40,59,155744,64
"Dude, Where's My Car?",2000,5.50,30,134090,55
Billy Elliot,2000,7.70,74,126241,77
Scream 3,2000,5.60,56,123528,56
Hollow Man,2000,5.80,24,123305,58
In the Mood for Love,2000,8.10,85,123137,81
Shanghai Noon,2000,6.60,77,118804,66
What Lies Beneath,2000,6.60,51,117493,66
The 6th Day,2000,5.90,49,116236,59
Pay It Forward,2000,7.20,40,112461,72
The Whole Nine Yards,2000,6.70,47,109718,67
Men of Honor,2000,7.20,56,106722,72
Coyote Ugly,2000,5.70,27,106200,57
The Family Man,2000,6.80,42,103563,68
Dancer in the Dark,2000,8.00,61,101769,80
The Lord of the Rings: The Fellowship of the Ring,2001,8.80,92,1650123,88
A Beautiful Mind,2001,8.20,72,843785,82
"Monsters, Inc.",2001,8.10,79,810608,81
Donnie Darko,2001,8.00,88,737199,80
Amélie,2001,8.30,69,700588,83
Harry Potter and the Sorcerer's Stone,2001,7.60,64,650262,76
Spirited Away,2001,8.60,96,645278,86
Shrek,2001,7.80,84,610734,78
Ocean's Eleven,2001,7.70,74,513649,77
Training Day,2001,7.70,69,387947,77
Black Hawk Down,2001,7.70,74,362820,77
The Fast and the Furious,2001,6.80,58,346122,68
The Others,2001,7.60,74,335700,76
Mulholland Dr.,2001,7.90,85,319694,79
Pearl Harbor,2001,6.20,44,310478,62
The Mummy Returns,2001,6.40,48,299669,64
Jurassic Park III,2001,5.90,42,294919,59
A.I. Artificial Intelligence,2001,7.20,65,289396,72
Moulin Rouge!,2001,7.60,66,265823,76
The Royal Tenenbaums,2001,7.60,76,265456,76
Hannibal,2001,6.80,57,253610,68
Vanilla Sky,2001,6.90,45,247937,69
Zoolander,2001,6.50,61,245422,65
Enemy at the Gates,2001,7.60,53,242563,76
Blow,2001,7.60,52,239742,76
American Pie 2,2001,6.40,43,239191,64
Bridget Jones's Diary,2001,6.70,66,224171,67
Planet of the Apes,2001,5.70,50,209750,57
Rush Hour 2,2001,6.60,48,199042,66
Lara Croft: Tomb Raider,2001,5.80,33,197273,58
Legally Blonde,2001,6.30,59,184528,63
Swordfish,2001,6.50,32,175768,65
K-PAX,2001,7.40,49,174704,74
A Knight's Tale,2001,6.90,56,170870,69
Scary Movie 2,2001,5.30,29,149144,53
Jay and Silent Bob Strike Back,2001,6.80,51,148094,68
From Hell,2001,6.80,54,146393,68
Spy Game,2001,7.10,63,144490,71
I Am Sam,2001,7.70,28,142470,77
The Princess Diaries,2001,6.30,52,127716,63
Shallow Hal,2001,5.90,48,126658,59
The Score,2001,6.80,71,120778,68
Evolution,2001,6.10,40,119083,61
Y Tu Mamá También,2001,7.60,88,115368,76
Ghost World,2001,7.30,88,112772,73
The Lord of the Rings: The Fellowship of the Ring,2001,8.80,92,1650123,88
A Beautiful Mind,2001,8.20,72,843785,82
"Monsters, Inc.",2001,8.10,79,810608,81
Donnie Darko,2001,8.00,88,737199,80
Amélie:hi-Good*!3hmm,1001,8.30,77,700588,77
Harry Potter and the Sorcerer's Stone,2001,7.60,64,650262,76
Spirited Away,2001,8.60,96,645278,86
Shrek,2001,7.80,84,610734,78
Ocean's Eleven,2001,7.70,74,513649,77
Training Day,2001,7.70,69,387947,77
Black Hawk Down,2001,7.70,74,362820,77
The Fast and the Furious,2001,6.80,58,346122,68
The Others,2001,7.60,74,335700,76
Mulholland Dr.,2001,7.90,85,319694,79
Pearl Harbor,2001,6.20,44,310478,62
The Mummy Returns,2001,6.40,48,299669,64
Jurassic Park III,2001,5.90,42,294919,59
A.I. Artificial Intelligence,2001,7.20,65,289396,72
Moulin Rouge!,2001,7.60,66,265823,76
The Royal Tenenbaums,2001,7.60,76,265456,76
Hannibal,2001,6.80,57,253610,68
Vanilla Sky,2001,6.90,45,247937,69
Zoolander,2001,6.50,61,245422,65
Enemy at the Gates,2001,7.60,53,242563,76
Blow,2001,7.60,52,239742,76
American Pie 2,2001,6.40,43,239191,64
Bridget Jones's Diary,2001,6.70,66,224171,67
Planet of the Apes,2001,5.70,50,209750,57
Rush Hour 2,2001,6.60,48,199042,66
Lara Croft: Tomb Raider,2001,5.80,33,197273,58
Legally Blonde,2001,6.30,59,184528,63
Swordfish,2001,6.50,32,175768,65
K-PAX,2001,7.40,49,174704,74
A Knight's Tale,2001,6.90,56,170870,69
Scary Movie 2,2001,5.30,29,149144,53
Jay and Silent Bob Strike Back,2001,6.80,51,148094,68
From Hell,2001,6.80,54,146393,68
Spy Game,2001,7.10,63,144490,71
I Am Sam,2001,7.70,28,142470,77
The Princess Diaries,2001,6.30,52,127716,63
Shallow Hal,2001,5.90,48,126658,59
The Score,2001,6.80,71,120778,68
Evolution,2001,6.10,40,119083,61
Y Tu Mamá También,2001,7.60,88,115368,76
Ghost World,2001,7.30,88,112772,73
The Lord of the Rings: The Fellowship of the Ring,2001,8.80,92,1650123,88
A Beautiful Mind,2001,8.20,72,843785,82
"Monsters, Inc.",2001,8.10,79,810608,81
Donnie Darko,2001,8.00,88,737199,80
Amélie,2001,8.30,69,700588,83
Harry Potter and the Sorcerer's Stone,2001,7.60,64,650262,76
Spirited Away,2001,8.60,96,645278,86
Shrek,2001,7.80,84,610734,78
Ocean's Eleven,2001,7.70,74,513649,77
Training Day,2001,7.70,69,387947,77
Black Hawk Down,2001,7.70,74,362820,77
The Fast and the Furious,2001,6.80,58,346122,68
The Others,2001,7.60,74,335700,76
Mulholland Dr.,2001,7.90,85,319694,79
Pearl Harbor,2001,6.20,44,310478,62
The Mummy Returns,2001,6.40,48,299669,64
Jurassic Park III,2001,5.90,42,294919,59
A.I. Artificial Intelligence,2001,7.20,65,289396,72
Moulin Rouge!,2001,7.60,66,265823,76
The Royal Tenenbaums,2001,7.60,76,265456,76
Hannibal,2001,6.80,57,253610,68
Vanilla Sky,2001,6.90,45,247937,69
Zoolander,2001,6.50,61,245422,65
Enemy at the Gates,2001,7.60,53,242563,76
Blow,2001,7.60,52,239742,76
American Pie 2,2001,6.40,43,239191,64
Bridget Jones's Diary,2001,6.70,66,224171,67
Planet of the Apes,2001,5.70,50,209750,57
Rush Hour 2,2001,6.60,48,199042,66
Lara Croft: Tomb Raider,2001,5.80,33,197273,58
Legally Blonde,2001,6.30,59,184528,63
Swordfish,2001,6.50,32,175768,65
K-PAX,2001,7.40,49,174704,74
A Knight's Tale,2001,6.90,56,170870,69
Scary Movie 2,2001,5.30,29,149144,53
Jay and Silent Bob Strike Back,2001,6.80,51,148094,68
From Hell,2001,6.80,54,146393,68
Spy Game,2001,7.10,63,144490,71
I Am Sam,2001,7.70,28,142470,77
The Princess Diaries,2001,6.30,52,127716,63
Shallow Hal,2001,5.90,48,126658,59
The Score,2001,6.80,71,120778,68
Evolution,2001,6.10,40,119083,61
Y Tu Mamá También,2001,7.60,88,115368,76
Ghost World,2001,7.30,88,112772,73
The Lord of the Rings: The Fellowship of the Ring,2001,8.80,92,1650123,88
A Beautiful Mind,2001,8.20,72,843785,82
"Monsters, Inc.",2001,8.10,79,810608,81
Donnie Darko,2001,8.00,88,737199,80
Amélie,2001,8.30,69,700588,83
Harry Potter and the Sorcerer's Stone,2001,7.60,64,650262,76
Spirited Away,2001,8.60,96,645278,86
Shrek,2001,7.80,84,610734,78
Ocean's Eleven,2001,7.70,74,513649,77
Training Day,2001,7.70,69,387947,77
Black Hawk Down,2001,7.70,74,362820,77
The Fast and the Furious,2001,6.80,58,346122,68
The Others,2001,7.60,74,335700,76
Mulholland Dr.,2001,7.90,85,319694,79
Pearl Harbor,2001,6.20,44,310478,62
The Mummy Returns,2001,6.40,48,299669,64
Jurassic Park III,2001,5.90,42,294919,59
A.I. Artificial Intelligence,2001,7.20,65,289396,72
Moulin Rouge!,2001,7.60,66,265823,76
The Royal Tenenbaums,2001,7.60,76,265456,76
Hannibal,2001,6.80,57,253610,68
Vanilla Sky,2001,6.90,45,247937,69
Zoolander,2001,6.50,61,245422,65
Enemy at the Gates,2001,7.60,53,242563,76
Blow,2001,7.60,52,239742,76
American Pie 2,2001,6.40,43,239191,64
Bridget Jones's Diary,2001,6.70,66,224171,67
Planet of the Apes,2001,5.70,50,209750,57
Rush Hour 2,2001,6.60,48,199042,66
Lara Croft: Tomb Raider,2001,5.80,33,197273,58
Legally Blonde,2001,6.30,59,184528,63
Swordfish,2001,6.50,32,175768,65
K-PAX,2001,7.40,49,174704,74
A Knight's Tale,2001,6.90,56,170870,69
Scary Movie 2,2001,5.30,29,149144,53
Jay and Silent Bob Strike Back,2001,6.80,51,148094,68
From Hell,2001,6.80,54,146393,68
Spy Game,2001,7.10,63,144490,71
I Am Sam,2001,7.70,28,142470,77
The Princess Diaries,2001,6.30,52,127716,63
Shallow Hal,2001,5.90,48,126658,59
The Score,2001,6.80,71,120778,68
Evolution,2001,6.10,40,119083,61
Y Tu Mamá También,2001,7.60,88,115368,76
Ghost World,2001,7.30,88,112772,73
The Lord of the Rings: The Two Towers,2002,8.70,87,1476755,87
Catch Me If You Can,2002,8.10,75,822886,81
The Pianist,2002,8.50,85,724417,85
City of God,2002,8.60,79,696169,86
Spider-Man,2002,7.30,73,684903,73
Star Wars: Episode II - Attack of the Clones,2002,6.50,54,638557,65
Harry Potter and the Chamber of Secrets,2002,7.40,63,550454,74
The Bourne Identity,2002,7.90,68,506559,79
Minority Report,2002,7.60,80,506266,76
Ice Age,2002,7.50,60,439733,75
Gangs of New York,2002,7.50,72,403587,75
28 Days Later...,2002,7.60,73,375331,76
Men in Black II,2002,6.20,49,342196,62
Signs,2002,6.70,59,335633,67
The Ring,2002,7.10,57,320142,71
Equilibrium,2002,7.40,33,310747,74
The Transporter,2002,6.80,51,283928,68
Insomnia,2002,7.20,78,273908,72
Panic Room,2002,6.80,65,257620,68
Red Dragon,2002,7.20,60,251525,72
Phone Booth,2002,7.00,56,250123,70
8 Mile,2002,7.10,77,248612,71
Resident Evil,2002,6.70,33,246665,67
Road to Perdition,2002,7.70,72,245635,77
Chicago,2002,7.10,81,215106,71
Die Another Day,2002,6.10,56,204339,61
Blade II,2002,6.70,52,199080,67
A Walk to Remember,2002,7.40,35,198684,74
Austin Powers in Goldmember,2002,6.20,62,194977,62
Adaptation.,2002,7.70,83,177645,77
Ying xiong,2002,7.90,85,173576,79
xXx,2002,5.90,48,172731,59
About a Boy,2002,7.00,75,171899,70
25th Hour,2002,7.60,68,169284,76
Lilo & Stitch,2002,7.20,73,167501,72
Punch-Drunk Love,2002,7.30,78,146979,73
Bowling for Columbine,2002,7.90,72,139489,79
Mr. Deeds,2002,5.80,24,135850,58
The Scorpion King,2002,5.50,45,130014,55
We Were Soldiers,2002,7.20,65,129692,72
The Count of Monte Cristo,2002,7.80,61,128552,78
Reign of Fire,2002,6.20,39,126030,62
The Hours,2002,7.50,80,123943,75
John Q,2002,7.10,30,123210,71
About Schmidt,2002,7.10,85,122135,71
Irréversible,2002,7.40,51,119393,74
My Big Fat Greek Wedding,2002,6.50,62,119372,65
The Time Machine,2002,6.00,42,118186,60
The Lord of the Rings: The Two Towers,2002,8.70,87,1476755,87
Catch Me If You Can,2002,8.10,75,822886,81
The Pianist,2002,8.50,85,724417,85
City of God,2002,8.60,79,696169,86
Spider-Man,2002,7.30,73,684903,73
Star Wars: Episode II - Attack of the Clones,2002,6.50,54,638557,65
Harry Potter and the Chamber of Secrets,2002,7.40,63,550454,74
The Bourne Identity,2002,7.90,68,506559,79
Minority Report,2002,7.60,80,506266,76
Ice Age,2002,7.50,60,439733,75
Gangs of New York,2002,7.50,72,403587,75
28 Days Later...,2002,7.60,73,375331,76
Men in Black II,2002,6.20,49,342196,62
Signs,2002,6.70,59,335633,67
The Ring,2002,7.10,57,320142,71
Equilibrium,2002,7.40,33,310747,74
The Transporter,2002,6.80,51,283928,68
Insomnia,2002,7.20,78,273908,72
Panic Room,2002,6.80,65,257620,68
Red Dragon,2002,7.20,60,251525,72
Phone Booth,2002,7.00,56,250123,70
8 Mile,2002,7.10,77,248612,71
Resident Evil,2002,6.70,33,246665,67
Road to Perdition,2002,7.70,72,245635,77
Chicago,2002,7.10,81,215106,71
Die Another Day,2002,6.10,56,204339,61
Blade II,2002,6.70,52,199080,67
A Walk to Remember,2002,7.40,35,198684,74
Austin Powers in Goldmember,2002,6.20,62,194977,62
Adaptation.,2002,7.70,83,177645,77
Ying xiong,2002,7.90,85,173576,79
xXx,2002,5.90,48,172731,59
About a Boy,2002,7.00,75,171899,70
25th Hour,2002,7.60,68,169284,76
Lilo & Stitch,2002,7.20,73,167501,72
Punch-Drunk Love,2002,7.30,78,146979,73
Bowling for Columbine,2002,7.90,72,139489,79
Mr. Deeds,2002,5.80,24,135850,58
The Scorpion King,2002,5.50,45,130014,55
We Were Soldiers,2002,7.20,65,129692,72
The Count of Monte Cristo,2002,7.80,61,128552,78
Reign of Fire,2002,6.20,39,126030,62
The Hours,2002,7.50,80,123943,75
John Q,2002,7.10,30,123210,71
About Schmidt,2002,7.10,85,122135,71
Irréversible,2002,7.40,51,119393,74
My Big Fat Greek Wedding,2002,6.50,62,119372,65
The Time Machine,2002,6.00,42,118186,60
The Lord of the Rings: The Two Towers,2002,8.70,87,1476755,87
Catch Me If You Can,2002,8.10,75,822886,81
The Pianist,2002,8.50,85,724417,85
City of God,2002,8.60,79,696169,86
Spider-Man,2002,7.30,73,684903,73
Star Wars: Episode II - Attack of the Clones,2002,6.50,54,638557,65
Harry Potter and the Chamber of Secrets,2002,7.40,63,550454,74
The Bourne Identity,2002,7.90,68,506559,79
Minority Report,2002,7.60,80,506266,76
Ice Age,2002,7.50,60,439733,75
Gangs of New York,2002,7.50,72,403587,75
28 Days Later...,2002,7.60,73,375331,76
Men in Black II,2002,6.20,49,342196,62
Signs,2002,6.70,59,335633,67
The Ring,2002,7.10,57,320142,71
Equilibrium,2002,7.40,33,310747,74
The Transporter,2002,6.80,51,283928,68
Insomnia,2002,7.20,78,273908,72
Panic Room,2002,6.80,65,257620,68
Red Dragon,2002,7.20,60,251525,72
Phone Booth,2002,7.00,56,250123,70
8 Mile,2002,7.10,77,248612,71
Resident Evil,2002,6.70,33,246665,67
Road to Perdition,2002,7.70,72,245635,77
Chicago,2002,7.10,81,215106,71
Die Another Day,2002,6.10,56,204339,61
Blade II,2002,6.70,52,199080,67
A Walk to Remember,2002,7.40,35,198684,74
Austin Powers in Goldmember,2002,6.20,62,194977,62
Adaptation.,2002,7.70,83,177645,77
Ying xiong,2002,7.90,85,173576,79
xXx,2002,5.90,48,172731,59
About a Boy,2002,7.00,75,171899,70
25th Hour,2002,7.60,68,169284,76
Lilo & Stitch,2002,7.20,73,167501,72
Punch-Drunk Love,2002,7.30,78,146979,73
Bowling for Columbine,2002,7.90,72,139489,79
Mr. Deeds,2002,5.80,24,135850,58
The Scorpion King,2002,5.50,45,130014,55
We Were Soldiers,2002,7.20,65,129692,72
The Count of Monte Cristo,2002,7.80,61,128552,78
Reign of Fire,2002,6.20,39,126030,62
The Hours,2002,7.50,80,123943,75
John Q,2002,7.10,30,123210,71
About Schmidt,2002,7.10,85,122135,71
Irréversible,2002,7.40,51,119393,74
My Big Fat Greek Wedding,2002,6.50,62,119372,65
The Time Machine,2002,6.00,42,118186,60
The Lord of the Rings: The Two Towers,2002,8.70,87,1476755,87
Catch Me If You Can,2002,8.10,75,822886,81
The Pianist,2002,8.50,85,724417,85
City of God,2002,8.60,79,696169,86
Spider-Man,2002,7.30,73,684903,73
Star Wars: Episode II - Attack of the Clones,2002,6.50,54,638557,65
Harry Potter and the Chamber of Secrets,2002,7.40,63,550454,74
The Bourne Identity,2002,7.90,68,506559,79
Minority Report,2002,7.60,80,506266,76
Ice Age,2002,7.50,60,439733,75
Gangs of New York,2002,7.50,72,403587,75
28 Days Later...,2002,7.60,73,375331,76
Men in Black II,2002,6.20,49,342196,62
Signs,2002,6.70,59,335633,67
The Ring,2002,7.10,57,320142,71
Equilibrium,2002,7.40,33,310747,74
The Transporter,2002,6.80,51,283928,68
Insomnia,2002,7.20,78,273908,72
Panic Room,2002,6.80,65,257620,68
Red Dragon,2002,7.20,60,251525,72
Phone Booth,2002,7.00,56,250123,70
8 Mile,2002,7.10,77,248612,71
Resident Evil,2002,6.70,33,246665,67
Road to Perdition,2002,7.70,72,245635,77
Chicago,2002,7.10,81,215106,71
Die Another Day,2002,6.10,56,204339,61
Blade II,2002,6.70,52,199080,67
A Walk to Remember,2002,7.40,35,198684,74
Austin Powers in Goldmember,2002,6.20,62,194977,62
Adaptation.,2002,7.70,83,177645,77
Ying xiong,2002,7.90,85,173576,79
xXx,2002,5.90,48,172731,59
About a Boy,2002,7.00,75,171899,70
25th Hour,2002,7.60,68,169284,76
Lilo & Stitch,2002,7.20,73,167501,72
Punch-Drunk Love,2002,7.30,78,146979,73
Bowling for Columbine,2002,7.90,72,139489,79
Mr. Deeds,2002,5.80,24,135850,58
The Scorpion King,2002,5.50,45,130014,55
We Were Soldiers,2002,7.20,65,129692,72
The Count of Monte Cristo,2002,7.80,61,128552,78
Reign of Fire,2002,6.20,39,126030,62
The Hours,2002,7.50,80,123943,75
John Q,2002,7.10,30,123210,71
About Schmidt,2002,7.10,85,122135,71
Irréversible,2002,7.40,51,119393,74
My Big Fat Greek Wedding,2002,6.50,62,119372,65
The Time Machine,2002,6.00,42,118186,60
The Lord of the Rings: The Return of the King,2003,8.90,94,1633335,89
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.00,63,1011721,80
Kill Bill: Vol. 1,2003,8.10,69,994990,81
Finding Nemo,2003,8.10,90,944465,81
The Matrix Reloaded,2003,7.20,62,513383,72
Oldboy,2003,8.40,77,511989,84
X2: X-Men United,2003,7.40,68,509957,74
The Matrix Revolutions,2003,6.80,47,445936,68
Love Actually,2003,7.60,55,432432,76
Mystic River,2003,7.90,84,417378,79
Big Fish,2003,8.00,58,413795,80
Lost in Translation,2003,7.70,89,412435,77
The Last Samurai,2003,7.70,55,398368,77
Terminator 3: Rise of the Machines,2003,6.30,66,376167,63
Bruce Almighty,2003,6.80,46,370215,68
The Italian Job,2003,7.00,68,341303,70
School of Rock,2003,7.10,82,267263,71
Underworld,2003,7.00,42,252162,70
Hulk,2003,5.60,54,250987,56
2 Fast 2 Furious,2003,5.90,38,250036,59
Bad Boys II,2003,6.60,38,230753,66
Elf,2003,7.00,64,228992,70
Identity,2003,7.30,64,226227,73
21 Grams,2003,7.60,70,223742,76
Old School,2003,7.10,54,214729,71
How to Lose a Guy in 10 Days,2003,6.40,45,210020,64
Daredevil,2003,5.30,42,206061,53
Anger Management,2003,6.30,52,202492,63
Master and Commander: The Far Side of the World,2003,7.40,81,201143,74
American Wedding,2003,6.30,43,193935,63
The League of Extraordinary Gentlemen,2003,5.80,30,167563,58
Once Upon a Time in Mexico,2003,6.40,56,153275,64
Final Destination 2,2003,6.20,38,151736,62
Johnny English,2003,6.20,51,147885,62
Cold Mountain,2003,7.20,73,139472,72
Good Bye Lenin!,2003,7.70,68,137485,77
S.W.A.T.,2003,6.00,45,137307,60
Dogville,2003,8.00,60,137299,80
Scary Movie 3,2003,5.50,49,137057,55
Memories of Murder,2003,8.10,82,136938,81
Monster,2003,7.30,74,135694,73
Bad Santa,2003,7.00,70,135124,70
The Texas Chainsaw Massacre,2003,6.20,38,129814,62
Lara Croft Tomb Raider: The Cradle of Life,2003,5.60,43,129668,56
The Recruit,2003,6.60,56,128986,66
Freaky Friday,2003,6.20,70,124670,62
Matchstick Men,2003,7.30,61,123328,73
Charlie's Angels: Full Throttle,2003,4.90,48,120657,49
The Lord of the Rings: The Return of the King,2003,8.90,94,1633335,89
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.00,63,1011721,80
Kill Bill: Vol. 1,2003,8.10,69,994990,81
