book_id,isbn,authors,original_publication_year,original_title,language_code,rating,ratings_count
858037,64440028,Syd Hoff,1958,Danny and the Dinosaur,en-US,4,24985
51799,140449302,"Giovanni Boccaccio, G.H. McWilliam",1353,Il decamerone,eng,3.86,22800
9893331,62081012,Sara Shepard,2011,Twisted,en-US,4.05,24251
25010281,316225886,Michael Connelly,2015,The Crossing,eng,4.21,17428
13530981,771064861,Alice Munro,2012,Dear Life,,3.75,19278
1767779,899197698,Eileen Christelow,1989,Five Little Monkeys Jumping on the Bed (The Five Little Monkeys),,4.09,24781
40223,1405034149,Jacqueline Carey,2003,Kushiel's Avatar,eng,4.37,25782
5787,142437883,"Jorge Luis Borges, Andrew Hurley",1947,El Aleph,eng,4.39,16590
18134249,,Rachel Van Dyken,2013,Ruin,eng,4.19,35844
2054,394757688,Raymond Chandler,1953,The Long Goodbye,eng,4.23,22503
2050,394758277,Raymond Chandler,1940,"Farewell, My Lovely",eng,4.17,21864
24779,805080503,Lloyd Alexander,1966,The Castle of Llyr,eng,4.07,27425
6289938,451228669,Rachel Caine,2009,Fade Out,en-US,4.2,32918
508903,425195201,Lilian Jackson Braun,1966,The Cat Who Could Read Backwards,eng,3.84,23114
15993374,,Nyrae Dawn,2012,Charade,eng,3.98,35216
12959086,1423163001,"Rick Riordan, Haley Riordan",2012,The Demigod Diaries,eng,4.19,28461
17032328,,Courtney Cole,2013,If You Stay,eng,3.94,31388
20170296,385346999,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014,Neil Patrick Harris: Choose Your Own Autobiography,eng,3.86,21596
128756,671011375,Kathy Reichs,1999,Death du Jour,en-US,3.96,27715
313631,842345523,Josh McDowell,1977,More Than a Carpenter,eng,4.19,19269
1137215,765318415,Cherie Priest,2009,Boneshaker ,eng,3.5,26202
165395,553146963,Rita Mae Brown,1973,Rubyfruit Jungle,eng,3.88,22583
12588363,375990674,Lauren Kate,2012,Fallen in Love,eng,3.77,30759
18225810,545540607,Raina Telgemeier,2014,Sisters,eng,4.29,23347
536982,1597372552,D.J. MacHale,2003,The Never War,eng,4.12,24219
15566,1857238273,Terry Brooks,1992,The Elf Queen of Shannara ,eng,4.02,23895
201342,441006108,Brian Jacques,1990,Mattimeo,eng,4.02,26345
22886612,,James S.A. Corey,2015,Nemesis Games,eng,4.37,20681
845977,60927488,Marianne Williamson,1992,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",,4.29,19144
5509321,446539759,David Baldacci,2009,First Family,en-US,3.98,22203
257845,1585673692,Charles Portis,1968,True Grit,en-US,4.12,21199
653396,449902927,Susan  Jeffers,1987,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,en-US,4.01,18278
17792606,,Katy Evans,2013,Mine,eng,4.29,39411
13538552,125000621X,Matthew Dicks,2012,Memoirs of an Imaginary Friend,eng,4.1,18344
4835,670886580,"Salman Rushdie, Paul Birkbeck",1990,Haroun and the Sea of Stories,eng,4.01,19221
16058610,1476707723,Susan Crandall,2013,,eng,4.04,20168
13450339,1442436646,Kresley Cole,2012,Poison Princess,en-US,4.14,25679
83143,7118899,Paullina Simons,2003,"Tatiana and Alexander (The Bronze Horseman, #2)",en-GB,4.3,20654
17910124,765336405,Brian Staveley,2014,The Emperor's Blades,eng,4.15,19877
18723,743243315,Monica Ali,2003,Brick Lane,eng,3.38,21002
18079804,670016780,Sally Green,2014,Half Bad,eng,3.8,26913
53639,571203132,"Nikos Kazantzakis, Νίκος Καζαντζάκης",1946,Βίος και πολιτεία του Αλέξη Ζορμπά,eng,4.1,15203
598117,64400204,"William H. Armstrong, James Barkley",1969,Sounder,en-US,3.96,24061
11337189,145162445X,"Lawrence M. Krauss, Richard Dawkins",2012,A Universe from Nothing: Why There Is Something Rather Than Nothing,eng,3.92,17204
1970449,61351423,"Slash, Anthony Bozza",2007,Slash,en-US,3.96,17989
6582637,425233367,Nalini Singh,2010,,eng,4.24,35843
8475505,399256938,Rachel Hawkins,2014,Rebel Belle,eng,3.88,30506
32254,345476999,Tess Gerritsen,2006,The Mephisto Club,eng,4.01,23378
73297,842342710,Francine Rivers,1995,The Scarlet Thread ,eng,4.14,21233
24814,836221362,Bill Watterson,1996,It's a Magical World: A Calvin and Hobbes Collection,eng,4.75,22351
12413836,1595828117,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru",2012,,,4.24,18771
10033,415278481,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",1943,L'être et le néant,en-GB,3.94,19897
1128437,8370540376,Andrzej Sapkowski,1993,Miecz przeznaczenia,pol,4.4,12909
27333,618249060,"Rachel Carson, Linda Lear, Edward O. Wilson",1962,Silent Spring,en-US,3.94,24027
13452375,1596064854,Brandon Sanderson,2012,Legion,eng,4.13,20291
23215469,62372106,Holly Madison,2015,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,eng,3.4,13213
10343389,1846057647,James Patterson,2011,Kill Alex Cross,eng,4,20206
18505784,62244752,Nadia Hashimi,2014,The Pearl that Broke Its Shell,eng,4.12,19016
7826116,1416971750,"Scott Westerfeld, Keith Thompson",2010,Behemoth,en-US,4.18,30049
72536,767915828,Martha Stout,2005,The Sociopath Next Door,eng,3.75,21550
79422,1401210104,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,"Y: The Last Man, Vol. 8: Kimono Dragons",eng,4.22,23842
3157876,810979772,Jeff Kinney,2007,,eng,4.17,20534
643301,593054601,Dan Brown,2003,,,4.19,18711
261331,7208006,Jennifer Donnelly,2002,The Tea Rose,eng,4.18,22448
8680418,345524594,Ben Aaronovitch,2011,Moon Over Soho,eng,4.1,16566
17456328,1402284314,Charles Belfoure,2013,The Paris Architect,eng,3.98,18925
12954620,1595145842,"Morgan Rhodes, Michelle Rowen",2012,Falling Kingdoms,eng,3.83,32623
244383,1401904599,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",2004,Ask and It Is Given: Learning to Manifest Your Desires,en-GB,4.18,17170
7005479,61988243,"Isabel Allende, Margaret Sayers Peden",2009,La isla bajo el mar,eng,4.01,18864
99329,140436227,"Henry Fielding, Thomas Keymer, Alice Wakely",1749,"The History of Tom Jones, a Foundling",eng,3.73,24718
80176,192839772,Sherwood Anderson,1919,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life",eng,3.84,20125
22717015,1502541858,Jamie McGuire,2015,Beautiful Redemption,eng,4.15,28845
89656,312939019,Sue Grafton,1986,C is for Corpse,en-US,3.87,29204
156533,1401204872,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2004,Y: The Last Man Vol. 5: Ring of Truth,eng,4.27,24606
15096,60958022,Joanne Harris,2001,Five Quarters of the Orange,eng,3.83,23332
63032,843396867X,Roberto Bolaño,2004,2666,spa,4.2,15000
2748,60987049,Douglas Coupland,1995,Microserfs,en-US,3.88,19516
15799936,1449410243,"Matthew Inman, The Oatmeal",2012,How to Tell If Your Cat Is Plotting to Kill You,eng,3.95,22994
93947,446580341,David Baldacci,2007,Simple Genius,eng,3.89,22171
14965,316014281,Anita Shreve,2004,Light on Snow,,3.56,22845
8960,316905747,Darren Shan,2001,"Vampire Mountain (Cirque du Freak, #4) ",eng,4.16,23847
14185,1407247425,Philip K. Dick,1965,The Three Stigmata of Palmer Eldritch,eng,4.01,20140
23128304,385354304,"Haruki Murakami, Ted Goossen",2005,ふしぎな図書館  Fushigi na toshokan,en-GB,3.55,18806
9598,385334176,Kurt Vonnegut Jr.,1982,Deadeye Dick,eng,3.8,19212
8579016,1439181780,Rhonda Byrne,2009,"The Power (The Secret, #2)",eng,4.09,16917
181886,451460286,"Diana L. Paxson, Marion Zimmer Bradley",2004,Ancestors of Avalon ,eng,3.89,21408
398323,1555974708,"Per Petterson, Anne Born",2003,Ut og stjæle hester,eng,3.79,19199
51078,1563891425,"Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",1993,"Batman: Knightfall, Part One: Broken Bat",eng,4.08,18298
25451555,1632154382,"Brian K. Vaughan, Fiona Staples",2015,"Saga, Volume Five",eng,4.44,29429
206196,1416543686,Brad Thor,2002,The Lions of Lucerne,eng,4.04,18770
102733,453007449,"Stephen King, Willem Dafoe",1989,Four Past Midnight,eng,3.82,22326
207569,440779030,Elizabeth George Speare,1983,The Sign of the Beaver,eng,3.77,20450
46227,60822554,"John Fante, Charles Bukowski",1939,Ask the dust ,eng,4.14,16226
470495,679774025,Rick Bragg,1997,All Over But the Shoutin',eng,4.09,21072
32433,425147517,"Leigh Nichols, Dean Koontz",1979,The Key to Midnight,en-US,3.93,22578
13554713,067002497X,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",2012,Grimm Tales for Young and Old,eng,4.11,17219
43886,765351544,Terry Goodkind,1998,"Debt of Bones (The Sword of Truth, #0.5)",eng,3.85,23279
26114,571166938,Milan Kundera,1967,Žert,eng,3.99,16464
12326627,,Philippa Gregory,2013,The White Princess,eng,3.85,22584
377425,1591141273,Stephen Coonts,1986,Flight of the Intruder,eng,4.04,21765
11313,689840330,Susan Cooper,1977,Silver on the Tree,eng,4.16,25818
225774,1405209496,Enid Bagnold,1935,National Velvet,eng,4.09,22682
211099,812932293,Richard Branson,2011,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",eng,3.97,26225
1591,872206033,"Aristophanes, Sarah Ruden",-411,Λυσιστράτη,eng,3.84,25758
5983057,1847442404,Elizabeth Kostova,2010,The Swan Thieves,eng,3.53,23399
12444166,385344406,Karen Marie Moning,2012,Iced,eng,4.13,28890
15062217,,Peter Clines,2012,14,eng,3.92,20011
9165406,547152604,Gary D. Schmidt,2011,Okay for Now,en-US,4.19,24254
85957,842329277,"Tim LaHaye, Jerry B. Jenkins",1990,"Assassins : Assignment: Jerusalem, Target: Antichrist",eng,3.98,24143
13521459,316214442,Joe Abercrombie,2012,Red Country,eng,4.27,19926
85443,553271369,Pat Conroy,1980,The Lords of Discipline,,4.28,19050
13202092,547569653,"Scott Jurek, Steve Friedman",2012,Eat And Run,en-US,3.95,17376
7093222,385341970,Karin Slaughter,2010,Broken,eng,4.2,22244
18656006,316099759,Elin Hilderbrand,2014,The Matchmaker,eng,3.82,19094
50930,842332286,"Tim LaHaye, Jerry B. Jenkins",2000,The Mark: The Beast Rules the World,en-US,4.02,21668
2113410,61240273,Marisa de los Santos,2008,Belong to Me,en-US,3.84,22521
49006,60525851,Erin Hunter,2005,,eng,4.52,26949
57727,99366711,James Ellroy,1990,L.A. Confidential,eng,4.2,21511
16045144,1250031125,Louise Penny,2012,The Beautiful Mystery,,4.18,16170
616678,345367693,David Eddings,1989,The Diamond Throne,,3.93,26150
133765,1593074492,"Joss Whedon, Brett Matthews, Will Conrad",2006,"Those Left Behind (Serenity, #1)",eng,4.04,23220
63461,075283455X,Larry McMurtry,1975,Terms of Endearment,eng,4.15,21352
84142,074990741X,Sherrilyn Kenyon,2004,Kiss of the Night,eng,4.24,21022
474634,552772275,Madeleine Wickham,1999,The Wedding Girl,eng,3.47,20501
281512,849905702,Max Lucado,2000,,en-US,4.37,19028
8069535,1408810441,Carrie Jones,2010,Entice,en-GB,4.03,28584
3764,142002070,Ian Fleming,1957,"From Russia, with Love",eng,3.88,19802
24731,014023828X,T.C. Boyle,1995,The Tortilla Curtain,eng,3.64,20921
6368611,61659258,Melissa Marr,2011,Darkest Mercy,en-US,4.11,29069
27209486,159463467X,Emma Straub,2016,Modern Lovers,,3.45,20453
13624367,,R.L. Mathewson,2012,"Checkmate (A Neighbor from Hell, #3)",eng,4.15,38343
34534,006001234X,Terry Pratchett,2001,The Amazing Maurice and His Educated Rodents ,eng,4.04,24279
771332,195067142,"Eugene B. Sledge, Paul Fussell",1981,With The Old Breed: At Peleliu And Okinawa,en-US,4.4,16952
42369,152052607,"Eleanor Estes, Louis Slobodkin",1944,The Hundred Dresses,eng,4.07,26136
13481275,125001980X,Sarah Addison Allen,2014,Lost Lake,eng,3.85,24271
18244799,,Meredith Wild,2013,Hardwired,eng,4.07,9235
15705011,525952993,Tracy Chevalier,2013,The Last Runaway,en-US,3.78,20997
345299,553813145,Steven Erikson,2004,Midnight Tides,eng,4.34,20725
17332969,316234478,Kass Morgan,2013,The 100,eng,3.56,26762
9666812,312656270,Alexandra Adornetto,2011,Hades,eng,3.97,27679
156530,1401202012,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,Y: The Last Man Vol. 3: One Small Step,eng,4.22,24954
867248,689831870,"Karma Wilson, Jane Chapman",2002,Bear Snores On,en-US,4.25,24556
30253864,425285170,Lauren Graham,2016,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",eng,4.04,30471
317282,374349460,Gabrielle Zevin,2007,Memoirs of a Teenage Amnesiac,en-US,3.7,28373
7983,142501522,"Brian Jacques, Gary Chalk",1992,Salamandastron,en-US,4.05,23723
43805,963192566,Anne Rice,1996,Servant of the Bones,,3.7,24324
283494,689868200,Holly Black,2007,Ironside: A Modern Faery's Tale,,4.04,29416
4932435,670072818,Melina Marchetta,2008,Finnikin of the Rock,eng,3.93,29401
32650,037575718X,"Thomas Hardy, Alexander Theroux",1878,The Return of the Native,eng,3.84,24957
11660590,62094734,"Michael Crichton, Richard   Preston",2011,Micro,eng,3.38,19460
10037,679725164,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",1947,No Exit and Three Other Plays,eng,4.09,21841
46656,1857237366,Greg Bear,1998,"Foundation and Chaos (Second Foundation Trilogy, #2)",eng,4.14,21137
3832,743219570,P.D. James,1962,Cover Her Face,eng,3.94,22941
8581936,61985864,Kiersten White,2011,Supernaturally,en-US,3.92,32807
92855,1857236556,Terry Brooks,1996,First King of Shannara,eng,3.94,22623
7945049,312377045,Louise Penny,2010,Bury Your Dead,en-US,4.33,22391
84785,316018953,Michael Connelly,2007,The Overlook,eng,3.91,21154
6604887,,منى المرشود,2007,أنت لي,ara,4.03,15108
90192,393924769,"Nathaniel Hawthorne, Robert S. Levine",1851,The House of the Seven Gables,eng,3.45,23797
295086,60525630,Erin Hunter,2005,Rising storm,eng,4.38,27260
31845516,1250128544,Glennon Doyle Melton,2016,Love Warrior,en-US,4.1,20094
6449551,312377037,Louise Penny,2009,The Brutal Telling,en-US,4.23,21381
11337912,1451656505,Richard Paul Evans,2011,The Prisoner of Cell 25,,4.19,24672
318742,014018998X,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",1903,The Souls of Black Folk,,4.24,20355
45220,451160312,"Hannah  Green, Joanne Greenberg",1964,I Never Promised You a Rose Garden,eng,3.85,22420
8069828,1423144333,Cinda Williams Chima,2012,The Crimson Crown,eng,4.48,27279
6080822,316043893,Elin Hilderbrand,2009,The Castaways,,3.69,21491
25690958,,Shonda Rhimes,2015,,eng,4.05,25816
275,375700528,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",1984,L'Amant,eng,3.76,18947
13350,375836586,Christopher Paolini,2005,"Eragon & Eldest (Inheritance, #1-2)",,4.27,21181
16033909,425267083,Maya Banks,2013,Burn,eng,4.01,30693
3690,142437301,"Graham Greene, John Updike",1940,The Power and the Glory,eng,3.99,21315
24790,849759388X,Isabel Allende,1994,Paula,spa,4.07,19852
20575411,374187614,Marilynne Robinson,2014,Lila,eng,3.9,14894
34988,1857230752,Terry Brooks,1990,,en-GB,3.97,23501
28940,312150601,Kate Atkinson,1995,Behind the Scenes at the Museum,,3.94,21844
26192646,1101875941,Stephanie Danler,2016,Sweetbitter,eng,3.28,21709
110384,380820846,Julia Quinn,2002,"Romancing Mister Bridgerton (Bridgertons, #4)",eng,4.2,31652
89755,152057803,"Edward Bloor, Danny De Vito",1997,Tangerine,eng,3.61,23053
33547,727860992,Richard Matheson,1971,Hell House,eng,3.81,22644
3648,030726419X,Claire Messud,2006,The Emperor's Children,,2.93,15362
23281906,399170863,Nora Roberts,2014,The Liar,eng,3.95,16326
32530,553578685,Lisa Gardner,2001,The Third Victim,en-US,4.16,21790
29154543,316225940,Michael Connelly,2016,The Wrong Side of Goodbye,eng,4.36,13351
8045080,230706150,David Baldacci,2010,Hell's Corner ,eng,4.1,19003
114206,515136530,Nora Roberts,2003,"Key of Valor (Key Trilogy, #3)",en-US,4.1,27228
781182,60536357,"Bryan Burrough, John Helyar",1990,Barbarians at the Gate: The Fall of RJR Nabisco,en-US,4.22,19176
20706284,316246654,Ann Leckie,2014,Ancillary Sword,eng,4.03,19265
17689,082221900X,"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",2003,Franz Kafka's The Castle,eng,4.07,22321
18108877,,Rysa Walker,2012,Time's Twisted Arrow ,eng,3.87,22031
9591398,312649614,"Catherynne M. Valente, Ana Juan",2011,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,eng,3.97,25551
11970096,,Denise Grover Swank,2011,,eng,3.9,11006
14781501,316224138,"James Patterson, Marshall Karp",2012,NYPD Red,,3.9,19252
30068,446576980,"Douglas Preston, Lincoln Child",2006,The Book of the Dead,en-US,4.13,22985
14897790,3847905171,Timur Vermes,2012,Er ist wieder da,ger,3.44,9472
12617758,307956350,Chris Pavone,2012,The Expats,eng,3.42,20548
128752,074345300X,Kathy Reichs,2003,Bare Bones,en-US,3.95,26419
16131025,316099783,Elin Hilderbrand,2013,Beautiful Day,en-US,3.75,19563
85958,842329293,"Tim LaHaye, Jerry B. Jenkins",2000,The Indwelling: The Beast Takes Possession,en-US,3.97,21855
206682,385518331,Jeff Lindsay,2006,Dexter in the Dark,en-US,3.49,22484
16634,312278497,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",1943,Das Glasperlenspiel,eng,4.11,20198
13366259,316219363,Kevin Powers,2012,The Yellow Birds,eng,3.74,17858
85418,451213203,Harlan Coben,2004,Just One Look,eng,4,22664
16117804,,Katie Ashley,2013,The Proposal,eng,4.04,34169
48132,142004413,"Gerald Durrell, Helma Lapiņa",1956,My Family and Other Animals,en-US,4.27,20057
174403,451212452,Tawni O'Dell,1999,Back Roads,en-US,3.72,21022
11449,679723692,Raymond Carver,1983,Cathedral,eng,4.3,18378
30065028,,J.K. Rowling,2016,Fantastic Beasts and Where to Find Them: The Original Screenplay,eng,4.41,18290
11574,582418178,"Stephen King, Robin A.H. Waterfield",1982,Different Seasons,eng,4.26,23127
1999475,785213066,Donald Miller,2009,A Million Miles in a Thousand Years: What I Learned While Editing My Life,en-US,4.18,18963
7992995,670063118,Alison Goodman,2011,Eona: The Last Dragoneye,eng,4.12,29756
14570,486455599,Louisa May Alcott,1874,Eight Cousins,eng,4.02,27612
590552,006443253X,Maurice Sendak,1962,Chicken Soup with Rice: A Book of Months,,4.25,25523
64862,425203867,Sue Grafton,2004,R is for Ricochet,eng,3.96,24563
11947156,,Quinn Loftis,2011,Prince of Wolves ,eng,4.06,30137
99296,006000150X,"Doreen Cronin, Harry Bliss",1996,Diary of a Worm,eng,4.19,23320
222576,1416949674,Susan Cooper,1975,The Grey King,eng,4.18,28027
16071748,345533631,Kevin Hearne,2013,Hunted,eng,4.3,15613
15981894,,Emily Snow,2012,Devoured,eng,3.94,33961
14905,140259449,Jane Austen,1813,,eng,4.55,18828
20697435,055341884X,Michel Faber,2014,The Book of Strange New Things,eng,3.66,15189
9266776,61921262,Claire LaZebnik,2011,Epic Fail,en-US,3.73,29207
30240,345478169,Laurell K. Hamilton,2002,"A Caress of Twilight (Merry Gentry, #2)",en-US,4.05,29980
376514,743482972,Richard Condon,1959,The Manchurian Candidate,en-US,4.09,19205
37737,425193829,Judy Blume,1990,Fudge-a-Mania,eng,3.99,23833
11946245,316101842,James Patterson,2012,Nevermore,eng,3.88,27982
12540,1400079098,Anne Lamott,1993,Operating Instructions: A Journal of My Son's First Year,eng,4.18,19466
61663,345376595,"Carl Sagan, Ann Druyan",1994,Pale Blue Dot: A Vision of the Human Future in Space,eng,4.32,19834
17449417,,Abbi Glines,2013,"Simple Perfection (Perfection, #2)",eng,4.25,35952
64081,310266300,Shane Claiborne,2006,The Irresistible Revolution: Living as an Ordinary Radical,,4.07,18566
2251306,979777704,John Medina,2008,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",,4,19172
215539,1416914161,D.J. MacHale,2007,The Pilgrims of Rayne,,4.14,21540
7347109,1439165645,Richard C. Morais,2008,The Hundred-Foot Journey,en-US,3.54,17275
8435445,399250573,Anthony Horowitz,2011,Scorpia Rising,eng,4.29,23268
7150178,61944343,Lincoln Peirce,2010,Big Nate: In a Class By Himself,en-US,4.16,20612
3474186,61232920,Meg Cabot,2008,Forever Princess,,4.08,28127
519112,688156819,Tim Burton,1997,The Melancholy Death of Oyster Boy and Other Stories,en-US,4.13,19773
5186,037570504X,Edwidge Danticat,1994,"Breath, Eyes, Memory ",eng,3.86,22123
12395,811216543,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",1932,Voyage au bout de la nuit,eng,4.25,17388
4527502,,Michael Connelly,2009,The Scarecrow ,eng,4.03,22084
16130537,1476727910,Matt Haig,2013,The Humans,eng,4.07,16955
6566616,399250565,Anthony Horowitz,2009,Crocodile Tears,eng,4.18,23068
3692091,,Essam Youssef,2008,1/4 جرام,ara,4.02,15919
49158,1590523172,Shaunti Feldhahn,2004,For Women Only: What You Need to Know about the Inner Lives of Men,en-US,4.06,15385
21362,553479016,"Dean Koontz, Keith Szarabajka",1998,Seize the Night,eng,4.07,21376
38568,60773758,Lynsay Sands,2005,A Quick Bite,en-US,3.91,31557
248682,739439065,Nora Roberts,2003,Key of Knowledge,eng,4.09,26416
144790,312971230,Matthew Reilly,1998,Ice Station,eng,4.1,20605
825508,440217490,Ken Follett,1993,A Dangerous Fortune,eng,3.99,18219
27001,143034359,Jasper Fforde,2003,The Well of Lost Plots,eng,4.09,28332
25698,553585975,Adam Smith,1776,An Inquiry into the Nature and Causes of the Wealth of Nations ,eng,3.87,17180
12872236,61692042,Richard Ford,2012,Canada,eng,3.49,18396
6628,143037234,Jasper Fforde,2005,The Big Over Easy,en-US,3.92,24870
519048,689859376,"Holly Black, Tony DiTerlizzi",2000,The Seeing Stone,eng,3.87,29213
542389,140284583,Antony Beevor,1998,"Stalingrad: The Fateful Siege, 1942–1943",eng,4.29,18920
6419566,1421532018,Kyousuke Motomi,2001,ビーストマスター 1,en-US,4.21,21692
191170,743490096,"Doreen Cronin, Betsy Lewin",2002,"Giggle, Giggle, Quack",en-US,4.19,22402
1624,865471185,Beryl Markham,1942,West with the Night,en-US,4.18,19738
2475251,1594489866,Steven Galloway,2008,The Cellist of Sarajevo,eng,4.02,20403
4066312,312351666,Lisa Kleypas,2009,Smooth Talking Stranger  (Travis Family #3) ,eng,4.17,28858
9972053,399157530,Betty White,2011,If You Ask Me: And of Course You Won't,eng,3.65,22405
31862,872204200,"René Descartes, Donald A. Cress",1637,Discours de la Méthode suivi de Méditations Métaphysiques,eng,3.67,20522
5739373,399155686,Daniel Silva,2009,The Defector,eng,4.28,18927
12758317,1451664125,John Irving,2012,In One Person,,3.65,18561
433533,553269224,L.M. Montgomery,1921,Rilla of Ingleside,eng,4.16,29277
68143,385721706,James Surowiecki,2004,The Wisdom of Crowds,eng,3.8,18457
39033,446612766,"Douglas Preston, Lincoln Child",2003,"Still Life with Crows (Pendergast, #4)",eng,4.18,22493
397860,330376152,James Herbert,1975,The Fog,,3.87,19322
8676,684845776,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986,Unlimited Power : The New Science Of Personal Achievement,,4.21,18588
7122034,446554960,"Douglas Preston, Lincoln Child",2010,Fever Dream,eng,4.09,21634
11395597,307401243,Jeanette Winterson,2011,Why Be Happy When You Could Be Normal?,,3.94,19537
10193062,312650094,Ann Aguirre,2012,Outpost,en-US,4.12,25650
18594409,1608198065,Roz Chast,2014,Can't We Talk about Something More Pleasant?,eng,4.1,19118
37847,60987464,"Marilyn Manson, Neil Strauss",1998,The Long Hard Road Out of Hell,eng,3.88,19011
9832370,,BookRags,,,eng,4.59,18960
372638,395137209,Bernard Waber,1965,"Lyle, Lyle, Crocodile (Lyle the Crocodile)",eng,4.13,24284
10874177,031619008X,Gail Carriger,2013,Etiquette & Espionage,en-CA,3.79,29821
3018539,151012741,"José Saramago, Margaret Jull Costa",2005,As Intermitências da Morte,eng,3.97,12984
58889,590554085,Tamora Pierce,1997,Sandry's Book,en-US,3.99,30169
16431,553589490,Dean Koontz,1997,,en-US,3.77,21203
27406704,1501142534,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",2014,Britt-Marie var här,eng,4.07,21737
44361,031026345X,Rob Bell,2005,Velvet Elvis: Repainting the Christian Faith,,3.77,18071
210834,140183523,"Rudyard Kipling, Edward Said",1901,Kim,eng,3.72,23349
508413,764224735,Beverly  Lewis,1997,The Shunning,,4.13,20379
15711341,451464966,Anne Bishop,2013,Written in Red,eng,4.29,29502
77378,393311198,Nicholas Meyer,1974,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",eng,4.14,19334
319644,439791464,Suzanne Collins,2006,Gregor and the Marks of Secret,eng,4.21,23727
3116205,525950796,Timothy J. Keller,2008,The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,en-US,4.39,20087
44255,679736042,Peter Mayle,1991,Toujours Provence,eng,4,21873
27398,375759867,Jonathan Harr,2005,The Lost Painting: The Quest for a Caravaggio Masterpiece,en-US,3.71,18944
16099189,385534817,Chris Bohjalian,2013,The Light in the Ruins,eng,3.65,20519
13642929,307594882,Sonia Sotomayor,2013,,eng,4.03,17742
226004,812536355,Vernor Vinge,1998,A Deepness in the Sky,en-US,4.32,21876
18288,521657296,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781,Kritik der reinen Vernunft,eng,3.92,19521
16298,1579126294,Agatha Christie,1950,A Murder is Announced,eng,3.96,25811
926908,810909650,"Rien Poortvliet, Wil Huygen",1976,Leven en werken van de Kabouter,eng,4.01,22584
153193,425197484,MaryJanice Davidson,2004,Undead and Unemployed,en-US,3.93,29168
1305,055338368X,Steven Pressfield,1998,Gates of Fire: An Epic Novel of the Battle of Thermopylae,,4.4,17952
137098,1416527265,Hester Browne,2005,The Little Lady Agency,eng,3.74,22562
385228,140432078,John Stuart Mill,1859,On Liberty,eng,3.93,19604
22934446,62225073,Alan Cumming,2014,Not My Father's Son,eng,4,11436
468070,1401322433,Nigella Lawson,2007,Nigella Express: Good Food Fast,eng,3.96,20034
22914448,,D.M. Pulley,2015,,eng,3.79,18773
7863423,044657161X,Jill Shalvis,2010,Simply Irresistible,eng,3.92,27319
16247792,425266516,Sylvain Reynard,2013,Gabriel's redemption,eng,4.23,28331
5989573,1934964107,Bryan Lee O'Malley,2009,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",eng,4.33,24936
213233,805082115,Atul Gawande,2007,Better: A Surgeon's Notes on Performance,en-US,4.19,17109
15748335,,Cherrie Lynn,2012,,en-GB,4.26,31188
19095025,,Kylie Scott,2014,Play,eng,4.33,22231
6441654,470484233,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)",en-US,4.39,18027
49176,345032799,Eric Berne,1964,Games People Play,en-US,3.81,17035
18966322,449818438,Brandon Sanderson,2013,Mitosis,eng,3.87,17250
7186,192836382,"Alexandre Dumas fils, David Coward",1848,La Dame aux camélias,eng,3.97,13562
11942639,1595549633,Rachel Hauck,2012,The Wedding Dress,en-US,3.83,16310
206309,786866020,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996,Fish! A Remarkable Way to Boost Morale and Improve Results,eng,3.92,19405
